gene_id	antibody_id
CHRNG	NA
AC008758.1	NA
OR11G2	NA
PATE2	NA
KRT39	NA
TEX43	NA
HCAR1	NA
TMEM26	NA
OR2T4	NA
ZNF705A	NA
ZNF585A	NA
SMIM10L2B	NA
ZNF138	NA
DTHD1	NA
KRT35	NA
LCE1C	NA
IFNL3	NA
PGAP1	NA
ZNF679	NA
OR8B8	NA
ZNF257	NA
MAGEA6	NA
PIWIL2	NA
OR1J2	NA
FITM2	NA
OR10D3	NA
ZNF98	NA
ZNF675	NA
OR6N1	NA
DIO3	NA
OR13G1	NA
CYP2F1	NA
OR2L5	NA
GYPE	NA
OR6Y1	NA
SSPO	NA
OR11L1	NA
ZNF841	NA
CCER1	NA
KRTAP26-1	NA
OR6C74	NA
SCGB1D4	NA
CFAP43	NA
CFD	NA
OR5B17	NA
OR52M1	NA
CCDC180	NA
OR8G1	NA
PRB3	NA
MEIG1	NA
SPG7	NA
ZNF823	NA
OR5H2	NA
AADACL2	NA
ELOVL2	NA
GOLGA6L9	NA
C1orf122	NA
CLEC9A	NA
FCGR1B	NA
POTEH	NA
KRTAP9-9	NA
SFI1	NA
KRTAP4-6	NA
OR2T6	NA
OR2L3	NA
FAM47C	NA
UBL5	NA
KRTAP4-5	NA
OR5B21	NA
FAM109A	NA
TMEM239	NA
WWP2	NA
KRTAP13-1	NA
MT1F	NA
KRTAP4-1	NA
CCT8L2	NA
RTP2	NA
ZNF808	NA
C2CD4A	NA
ZNF28	NA
ITGBL1	NA
C20orf203	NA
MMP17	NA
OR2M2	NA
ZNF534	NA
TAT	NA
FAM19A2	NA
OR10G6	NA
OR5BS1P	NA
MT-ND6	NA
GPX6	NA
TEX45	NA
PPP1R14C	NA
MT-ND2	NA
GRIN3A	NA
MT-ND5	NA
LRRC10	NA
GRM3	NA
C1orf68	NA
OSTC	NA
ITPRIPL1	NA
CIPC	NA
MT-ATP6	NA
CSAG1	NA
ZNF525	NA
IQANK1	NA
AL139353.1	NA
GP1BB	NA
OR2T5	NA
OR2L2	NA
TEDDM1	NA
GPR52	NA
TMEM244	NA
SPRN	NA
SPRR2E	NA
C1orf146	NA
SPANXN1	NA
CXorf66	NA
RTL8A	NA
DEFB110	NA
LCN8	NA
C1orf185	NA
CT83	NA
LIPN	NA
LIPK	NA
TRPC5OS	NA
FOXO6	NA
TIMM23B	NA
TXNDC8	NA
COL11A2	NA
COL5A2	NA
NBDY	NA
BTNL2	NA
C6orf10	NA
TMEM225	NA
NOTCH4	NA
SPANXN5	NA
C6orf48	NA
LY6G6C	NA
AL662899.1	NA
TRIM49C	NA
NCR3	NA
PRAMEF20	NA
PRAMEF17	NA
PRAMEF14	NA
LST1	NA
PRAMEF15	NA
PRAMEF9	NA
MCCD1	NA
AADACL4	NA
MICA	NA
HLA-C	NA
DEFB121	NA
KRTAP5-11	NA
KRTAP5-10	NA
LILRB3	NA
LRCOL1	NA
NMS	NA
HLA-F	NA
OR2H2	NA
C9orf57	NA
OR2H1	NA
OR11A1	NA
OR14J1	NA
OR2J2	NA
OR2J3	NA
OR2J1	NA
OR2B3	NA
OR2W1	NA
SPATA31A1	NA
KRTAP9-3	NA
KRTAP4-8	NA
KRTAP1-4	NA
PCDHA9	NA
PCDHA7	NA
CLLU1OS	NA
ACCSL	NA
TRIQK	NA
ARID3C	NA
VIT	NA
CTXN3	NA
OR6C68	NA
OR6C65	NA
OR6C3	NA
OR6C1	NA
MT1H	NA
MT1M	NA
OR52E6	NA
KRTAP12-3	NA
IZUMO3	NA
KRTAP10-2	NA
TP53TG3D	NA
TP53TG3C	NA
OR52J3	NA
OR51A2	NA
OR51A4	NA
C9orf92	NA
MUC19	NA
ARSH	NA
TECRL	NA
CRLF2	NA
ARRDC5	NA
CYS1	NA
C16orf96	NA
CLEC6A	NA
KRTAP5-6	NA
KRTAP5-2	NA
KRTAP5-1	NA
DEFB134	NA
DEFB135	NA
BHLHA9	NA
ZNF316	NA
IFITM5	NA
SERPINB11	NA
KRTAP19-8	NA
KRTAP20-4	NA
KRTAP22-2	NA
CFAP99	NA
GOLGA8O	NA
TMEM191C	NA
RNASE13	NA
HBM	NA
TSSK2	NA
CD200R1L	NA
OR5K3	NA
ANKRD28	NA
DIO1	NA
TAS2R19	NA
TAS2R50	NA
TAS2R14	NA
TAS2R13	NA
KRTAP29-1	NA
KRTAP9-6	NA
KRTAP4-11	NA
KRTAP4-9	NA
RTL8B	NA
KRTAP3-1	NA
KRTAP12-4	NA
KRTAP10-3	NA
KRTAP6-3	NA
ZNF611	NA
SYT3	NA
SPHAR	NA
ZNF254	NA
OR2F1	NA
MAGEA12	NA
KRTAP4-12	NA
GPSM3	NA
S1PR3	NA
ZNF888	NA
ZNF845	NA
ZNF726	NA
ZNF99	NA
TSPAN4	NA
SMCO1	NA
PRCD	NA
ZNF788	NA
SMIM30	NA
C12orf74	NA
MINDY4B	NA
COLCA2	NA
C3orf56	NA
FOXI3	NA
EFCAB9	NA
LCNL1	NA
GNAT3	NA
HIGD1C	NA
ZNF705E	NA
DEFB113	NA
DEFB133	NA
B3GNT10	NA
IQCF5	NA
IQCF6	NA
C10orf105	NA
CAPN14	NA
AL096814.1	NA
CDRT15L2	NA
RAD51AP2	NA
SMTNL1	NA
PNMA6E	NA
GPR33	NA
GSG1L2	NA
CXorf49B	NA
CXorf49	NA
C16orf90	NA
PRSS41	NA
NLRP2B	NA
ZNF705D	NA
ZNF705B	NA
ZNF705G	NA
KRTAP10-4	NA
KRTAP10-1	NA
HMX1	NA
CELA2B	NA
TMEM167B	NA
LACTBL1	NA
PAPOLB	NA
EBF2	NA
OR2A5	NA
KRTAP10-9	NA
OR4A5	NA
KRTAP1-5	NA
OR2A12	NA
KRTAP10-10	NA
KRTAP12-2	NA
MAGEA3	NA
KRTAP1-3	NA
OR3A2	NA
ARIH2OS	NA
HMSD	NA
OR1C1	NA
OR2F2	NA
ZNF880	NA
OR6X1	NA
TAS2R40	NA
OR2A14	NA
OR4C12	NA
OR4E2	NA
MYBPHL	NA
PPT2	NA
OR2A2	NA
TIAF1	NA
OR52B4	NA
POTEM	NA
TRIM49D1	NA
EXOSC6	NA
TINCR	NA
CENPVL1	NA
EBLN1	NA
ZNF735	NA
C1GALT1C1L	NA
ETDB	NA
CENPVL3	NA
ADM5	NA
CXorf51A	NA
GPX5	NA
PPP4R3C	NA
PNMA6F	NA
PVALEF	NA
FAM236D	NA
C2CD4D	NA
OR6V1	NA
DEFB131B	NA
FAM229A	NA
C5orf67	NA
PIGBOS1	NA
AC138647.1	NA
AC013470.2	NA
TAS2R46	NA
C13orf42	NA
C14orf132	NA
ANHX	NA
TEX46	NA
MRLN	NA
OR2M3	NA
MT-ATP8	NA
TSTD3	NA
OST4	NA
C2orf92	NA
FNDC10	NA
SFTA3	NA
PATL2	NA
PRAMEF25	NA
PRAC2	NA
ZNF492	NA
FAM90A26	NA
PRPS1L1	NA
IQCF3	NA
POTEB2	NA
TEX53	NA
ANKRD66	NA
NFE4	NA
SSU72P8	NA
OR5H6	NA
CCDC192	NA
TEX48	NA
PRB4	NA
ANKRD63	NA
HSBP1	NA
OR5H1	NA
DIRC3	NA
OR5K2	NA
PRH1	NA
MAGEB6B	NA
TEX50	NA
DYTN	NA
MTRNR2L4	NA
ASCL5	NA
TMEM114	NA
OR52I1	NA
OR5K1	NA
PRAMEF6	NA
KANTR	NA
GOLGA8N	NA
TNF	NA
DEFB130A	NA
DEFB130B	NA
RNF224	NA
OR5H15	NA
TMEM238	NA
AC092835.1	NA
TRIM49D2	NA
POTEB	NA
CLDN34	NA
C5orf58	NA
OR10G8	NA
C11orf94	NA
IQCM	NA
BRD3OS	NA
FAM237A	NA
SPAAR	NA
SMIM27	NA
RNF148	NA
CXorf51B	NA
AL109810.2	NA
MFRP	NA
PATE3	NA
OR5H14	NA
LINC00854	NA
SLC35G4	NA
AL354761.1	NA
GAGE12B	NA
AL391650.1	NA
C3orf84	NA
OR10G9	NA
TAAR9	NA
C4orf51	NA
RNF223	NA
PRSS56	NA
ZNF737	NA
C10orf143	NA
SHISA9	NA
OR7E24	NA
TEX51	NA
HLA-DQA2	NA
IRGM	NA
PRAMEF33	NA
OR2I1P	NA
MPC1L	NA
ETDA	NA
ASB14	NA
PCDHA13	NA
AC118470.1	NA
OR1J4	NA
MEIKIN	NA
TLR9	NA
PRAMEF11	NA
KRTAP9-2	NA
LILRA2	NA
DWORF	NA
UGT1A5	NA
LCE1F	NA
KIR3DL2	NA
KRTAP13-3	NA
KRTAP9-1	NA
L1TD1	NA
LRRD1	NA
KRTAP4-7	NA
UGT1A9	NA
KRTAP10-5	NA
AC115220.1	NA
C3orf85	NA
KRTAP5-8	NA
KRTAP4-16	NA
RPP21	NA
CD302	NA
AC244197.3	NA
ARPC4	NA
CORT	NA
KRTAP9-4	NA
KRTAP5-4	NA
UGT1A1	NA
AL035460.1	NA
SPRR2A	NA
AKAP2	NA
KIR3DL3	NA
MDFIC2	NA
PSG2	NA
BGLAP	NA
UGT1A8	NA
GTF2A1L	NA
UGT1A10	NA
GNG10	NA
CCDC169	NA
ERVW-1	NA
PRAMEF4	NA
UGT1A3	NA
KCTD7	NA
TICAM2	NA
KRTAP10-11	NA
WFDC6	NA
PLA2G4B	NA
KIR2DL3	NA
TUBA4B	NA
MT1HL1	NA
KRTAP19-3	NA
LCE3C	NA
SPRR2F	NA
DNAJC25-GNG10	NA
UGT1A7	NA
TMEM225B	NA
IFITM10	NA
KRTAP19-7	NA
KRTAP5-7	NA
UGT1A4	NA
ERVFRD-1	NA
LILRA6	NA
KRTAP4-2	NA
KRTAP20-1	NA
SPTY2D1OS	NA
MARCOL	NA
APELA	NA
PRR5-ARHGAP8	NA
AC083902.2	NA
AC187653.1	NA
SMIM31	NA
AL159163.1	NA
AC233724.6	NA
AC069368.1	NA
AC068533.4	NA
AC004832.3	NA
AP000295.1	NA
FER1L5	NA
MTRNR2L5	NA
LGALS16	NA
GOLGA8K	NA
TERB1	NA
PCDHA10	NA
ARPC4-TTLL3	NA
GIMD1	NA
ZNF718	NA
GYPB	NA
TUNAR	NA
TRIM75P	NA
FAM218A	NA
REELD1	NA
AL672043.1	NA
AC233724.12	NA
AC010255.3	NA
EXOC1L	NA
USP17L23	NA
AC083800.1	NA
AL672142.1	NA
AL691442.1	NA
MSANTD3-TMEFF1	NA
FOXD1	NA
CENPS-CORT	NA
PRB1	NA
OC90	NA
TRNP1	NA
EIF5AL1	NA
PRSS51	NA
ETV3L	NA
CD8B2	NA
OR4D10	NA
SIGLEC12	NA
PABPC4L	NA
OMP	NA
MAGEL2	NA
AL512785.2	NA
IGLL5	NA
OR10G4	NA
OR5M10	NA
KRTAP5-9	NA
UBTFL1	NA
OR5M1	NA
NANOGP8	NA
CARD17	NA
OR5M11	NA
PRR23D1	NA
SMIM35	NA
OR8G5	NA
OR52B2	NA
NOX5	NA
CCDC179	NA
TAS2R43	NA
PRR23D2	NA
AP000790.2	NA
PCDHA3	NA
AP001458.2	NA
OR10G2	NA
RAB44	NA
TRIL	NA
OR4D2	NA
AC108488.2	NA
OR6J1	NA
MTRNR2L8	NA
AL117348.2	NA
TAS2R20	NA
KDM4F	NA
AC073610.2	NA
MTRNR2L10	NA
APOPT1	NA
TAS2R30	NA
MTRNR2L3	NA
ZNF486	NA
TAS2R31	NA
DND1	NA
SMIM10L1	NA
MTRNR2L1	NA
AC135586.2	NA
CLEC12B	NA
STH	NA
ZNF253	NA
KLRF2	NA
AC026786.1	NA
SLC5A8	NA
MTRNR2L7	NA
KHDC1L	NA
C11orf97	NA
AC004080.3	NA
GATC	NA
AC034102.2	NA
AC002996.1	NA
AC025165.3	NA
TEX49	NA
OR9A4	NA
PRSS58	NA
AC009779.3	NA
ZNF578	NA
AC100868.1	NA
AL049779.1	NA
AC011448.1	NA
AL355102.2	NA
C20orf141	NA
AL162231.3	NA
OR4C13	NA
RNASE4	NA
MC1R	NA
AC007040.2	NA
AL096870.1	NA
AL355916.3	NA
AL163195.3	NA
AL110118.2	NA
AL163636.2	NA
SLC35G6	NA
INAFM2	NA
AL136295.3	NA
TGIF2-C20orf24	NA
CTXND1	NA
UBE2Q2L	NA
BLID	NA
AC136428.1	NA
AC093525.1	NA
SLC22A31	NA
LYPD8	NA
AL845331.2	NA
AC107871.1	NA
CCDC187	NA
C6orf229	NA
AC009119.2	NA
HSPB9	NA
AC026464.3	NA
AL035425.2	NA
TLE7	NA
SERTM2	NA
AL049634.2	NA
AC002310.4	NA
AC140504.1	NA
CLEC19A	NA
GOLGA8T	NA
MUC22	NA
FIGNL2	NA
AC010325.1	NA
TP53TG3B	NA
TPBGL	NA
GOLGA6L7	NA
LY6L	NA
GOLGA8S	NA
BOLA2-SMG1P6	NA
TCF24	NA
AL929554.1	NA
GOLGA8H	NA
SMIM36	NA
GFY	NA
AC233723.1	NA
OCLM	NA
MMP12	NA
SMIM28	NA
AC025283.2	NA
OR1D5	NA
DPEP2NB	NA
TMEM238L	NA
AC129492.3	NA
LINC02210-CRHR1	NA
LINC00672	NA
AC099850.2	NA
AC015813.2	NA
AC092073.1	NA
PTGES3L	NA
AC007998.2	NA
AC011499.1	NA
AC005837.2	NA
AC245748.1	NA
LCN6	NA
C17orf113	NA
AC099811.2	NA
AC005702.1	NA
AC012309.1	NA
AC004223.3	NA
AC011479.1	NA
CCDC177	NA
AC008878.1	NA
AC010616.1	NA
GABRQ	NA
AC003002.1	NA
AC004076.1	NA
OPN1MW	NA
ARL14EPL	NA
SCGB1C2	NA
L34079.1	NA
AC011530.1	NA
AC003002.2	NA
MAGEA2	NA
AC006486.1	NA
AC008687.4	NA
ZNF723	NA
AC008764.4	NA
CSAG2	NA
CSAG3	NA
ERVV-2	NA
FAM236B	NA
MTRNR2L12	NA
ZNF728	NA
AC010646.1	NA
FBXO17	NA
TMSB15B	NA
OPN1MW3	NA
ERVV-1	NA
AC003002.3	NA
AC008763.3	NA
CCDC194	NA
RNF225	NA
MEI4	NA
AC004233.2	NA
NCBP2-AS2	NA
MTRNR2L11	NA
AL121758.1	NA
MTRNR2L13	NA
PRAMEF5	NA
URGCP-MRPS24	NA
MTRNR2L6	NA
TMEM56-RWDD3	NA
SRXN1	NA
CCL5	NA
AL603832.3	NA
SMIM32	NA
GTF2H5	NA
AC018709.1	NA
MUSTN1	NA
ZNF595	NA
AC104109.3	NA
KRTAP10-7	NA
AC025594.2	NA
RBAK-RBAKDN	NA
C2orf15	NA
AL121845.2	NA
AC012531.3	NA
LYPD4	NA
AL121845.3	NA
AC092587.1	NA
AC002094.3	NA
AC116565.1	NA
AC092042.3	NA
AC011841.1	NA
AGBL1	NA
AC136616.1	NA
CEACAM20	NA
AL449266.1	NA
AC133551.1	NA
NATD1	NA
H2AFB1	NA
ANTXRL	NA
TMEM269	NA
C8orf89	NA
DGKK	NA
KRTAP7-1	NA
PRAMEF27	NA
NPHP3-ACAD11	NA
AC068790.8	NA
PANO1	NA
TP53TG3E	NA
AC091980.2	NA
AC233755.1	NA
CCL16	NA
AC117457.1	NA
C7orf77	NA
CCL18	NA
FAM236A	NA
GRIFIN	NA
XKR5	NA
AC091167.6	NA
AC026461.4	NA
HNRNPCL2	NA
AC136612.1	NA
SPATA31A3	NA
AC007325.1	NA
SPATA31A7	NA
CCL4L2	NA
CCL3L1	NA
OR13C2	NA
OR4E1	NA
AC011043.1	NA
KCNE1B	NA
AL021997.3	NA
SPATA31A5	NA
RAB7B	NA
FP565260.2	NA
PADI6	NA
AC136352.2	NA
GSTT4	NA
HNRNPCL3	NA
C10orf142	NA
AC145212.1	NA
AC213203.1	NA
PKD1L3	NA
PNMA8C	NA
OR13C5	NA
BX072566.1	NA
CCL3	NA
AC007906.2	NA
AL109811.4	NA
H2AFB3	NA
AC136616.2	NA
AC141272.1	NA
AC233755.2	NA
H2AFB2	NA
FAM230A	NA
SRD5A2	NA
OR52E5	NA
TEX28	NA
AC011043.2	NA
AL354822.1	NA
AC018554.3	NA
C17orf78	NA
POTEB3	NA
TMEM191B	NA
NR2E3	NA
C11orf98	NA
AC023491.2	NA
GOLGA6L10	NA
IQCA1L	NA
BX004987.1	NA
AC136616.3	NA
AC007325.4	NA
TP53TG3F	NA
OR51G1	NA
OR2S2	NA
OR10A6	NA
OR51B2	NA
OR6Q1	NA
AC244517.6	NA
OR10X1	NA
OR8D2	NA
PRAMEF13	NA
OR2L8	NA
OR52R1	NA
OR2T11	NA
OR2AG1	NA
FP565260.4	NA
OR4C16	NA
OR5D13	NA
AC013394.1	NA
OR5R1	NA
GVQW2	NA
AC244517.10	NA
OR51F1	NA
OR8B4	NA
OR1B1	NA
OR12D2	NA
PRAMEF26	NA
OR8K3	NA
FP565260.7	NA
CCDC163	NA
AC243547.3	NA
TMEM272	NA
TMEM265	NA
TEX13D	NA
ADORA3	NA
DUXB	NA
AL512428.1	NA
TEX13C	NA
C1orf232	NA
AL136373.1	NA
KLF18	NA
LBHD2	NA
CENPVL2	NA
AC104452.1	NA
C13orf46	NA
AC092329.3	NA
AL353572.3	NA
AC001226.2	NA
SPRR5	NA
AC096582.3	NA
FAM237B	NA
TEX54	NA
SMIM33	NA
TEX52	NA
CTXND2	NA
FAM240B	NA
CFAP97D2	NA
BX088645.1	NA
AL138694.1	NA
CCDC195	NA
CSNKA2IP	NA
SPEM3	NA
HSFX4	NA
FAM240A	NA
AC022167.5	NA
PRRT1B	NA
AC021072.1	NA
C19orf85	NA
FAM236C	NA
FAM169B	NA
BX276092.9	NA
ETDC	NA
LMLN2	NA
MYOCOS	NA
HSFX3	NA
VSIG10L2	NA
AC233724.15	NA
CPHXL	NA
PMIS2	NA
AC233724.16	NA
AC051649.2	NA
AC007326.5	NA
SSU72P4	NA
AC092017.3	NA
AC233724.17	NA
GNG14	NA
AC233724.18	NA
SLURP2	NA
SSU72P5	NA
HSPA14	NA
AC073111.3	NA
AC106774.5	NA
AL451007.3	NA
AC106774.6	NA
AC106774.7	NA
AL590132.1	NA
SSU72P2	NA
AC233724.19	NA
AC106774.8	NA
AL032819.3	NA
SSU72P7	NA
AC106774.9	NA
AC233724.20	NA
AC009477.2	NA
AC025287.4	NA
THSD8	NA
LYNX1-SLURP2	NA
AC015802.6	NA
SSU72P3	NA
AC106774.10	NA
OR8B3	NA
AC064853.2	NA
AC097662.2	NA
AC064853.3	NA
AC093762.1	NA
AC005551.1	NA
AC064853.4	NA
AC064853.5	NA
OR8B2	NA
AC092442.1	NA
AC073111.5	NA
TMEM247	NA
AC064853.6	NA
AP003071.5	NA
AC093762.2	NA
AC093762.3	NA
AC068987.5	NA
AP002512.3	NA
AC114490.3	NA
IGF2	NA
AC078864.2	NA
AC008397.1	NA
AC006518.7	NA
AP000812.4	NA
AP000790.3	NA
AC119676.1	NA
AC107959.5	NA
BX255925.3	NA
AP000790.4	NA
AL022312.1	NA
AL662820.1	NA
AL160272.2	NA
AL662884.4	NA
AC022506.1	NA
AC004593.3	NA
AC026316.5	NA
AP002347.1	NA
AC090517.4	NA
AC098582.1	NA
SOD2	NA
Z84488.2	NA
ZNF883	NA
AC007846.2	NA
AL034430.1	NA
	
